,matchid,team,opponent,result,sets won,sets lost,set1,set2,set3,set4,set5,attacks,blocks,serves,digs,receives,sets
1022,21461,Slovenia,USA,W,3,1,25,27,20,25,,54,4,8,78,77,127
1023,21462,Canada,France,L,2,3,22,27,29,25,,67,4,5,69,98,128
1024,21462,France,Canada,W,3,2,25,29,27,21,5,72,8,2,76,83,124
1025,21463,Bulgaria,Germany,W,3,2,25,22,25,23,15,61,14,3,74,77,110
1026,21463,Germany,Bulgaria,L,2,3,22,25,19,25,12,53,5,7,74,79,112
1027,21464,Netherlands,Japan,L,0,3,18,23,18,,,37,9,0,36,63,79
1028,21464,Japan,Netherlands,W,3,0,25,25,25,,,42,6,3,42,47,76
1029,21465,China,Türkiye,L,0,3,22,21,20,,,37,4,1,57,58,90
1030,21465,Türkiye,China,W,3,0,25,25,25,,,39,9,6,51,50,82
1031,21466,Poland,Serbia,W,3,0,25,25,25,,,43,8,3,43,52,80
1032,21466,Serbia,Poland,L,0,3,21,20,23,,,37,3,4,46,61,83
1033,21467,Brazil,Slovenia,W,3,0,25,29,25,,,49,7,5,45,54,87
1034,21467,Slovenia,Brazil,L,0,3,19,27,19,,,45,3,1,39,67,81
1035,21468,Argentina,Italy,L,1,3,23,25,35,21,,60,11,3,83,83,131
1036,21468,Italy,Argentina,W,3,1,25,17,37,25,,57,13,2,66,82,121
1037,21469,Ukraine,Iran,L,2,3,30,20,25,21,,62,14,6,50,99,129
1038,21469,Iran,Ukraine,W,3,2,28,25,22,25,5,66,8,6,64,83,120
1039,21470,Germany,France,W,3,1,23,25,29,29,,53,14,2,78,74,135
1040,21470,France,Germany,L,1,3,25,19,27,27,,54,14,2,76,87,143
1041,21471,Cuba,USA,L,1,3,22,18,25,23,,48,13,4,56,78,106
1042,21471,USA,Cuba,W,3,1,25,25,18,25,,47,11,7,62,72,106
1043,21472,Bulgaria,Canada,L,0,3,24,23,19,,,41,6,5,45,65,89
1044,21472,Canada,Bulgaria,W,3,0,26,25,25,,,35,11,6,43,50,69
1045,21473,Ukraine,France,L,0,3,23,21,17,,,36,7,2,50,63,80
1046,21473,France,Ukraine,W,3,0,25,25,25,,,43,9,9,50,54,84
1047,21474,Germany,Cuba,L,1,3,25,18,22,21,,49,10,2,61,79,114
1048,21474,Cuba,Germany,W,3,1,19,25,25,25,,51,8,7,68,68,112
1049,21475,Türkiye,Slovenia,L,0,3,16,22,18,,,32,6,2,59,60,92
1050,21475,Slovenia,Türkiye,W,3,0,25,25,25,,,40,5,5,53,44,82
1051,21476,Netherlands,Argentina,L,0,3,20,14,22,,,34,4,3,39,63,82
1052,21476,Argentina,Netherlands,W,3,0,25,25,25,,,41,9,4,50,44,69
1053,21477,Bulgaria,Japan,W,3,0,27,25,25,,,42,9,7,37,53,76
1054,21477,Japan,Bulgaria,L,0,3,25,23,19,,,37,6,3,43,60,82
1055,21478,Italy,Poland,W,3,2,25,23,21,25,15,63,17,9,79,87,142
1056,21478,Poland,Italy,L,2,3,17,25,25,20,11,63,10,4,83,95,145
1057,21479,Serbia,Iran,L,1,3,21,19,25,23,,47,15,4,32,80,92
1058,21479,Iran,Serbia,W,3,1,25,25,23,25,,56,11,9,51,75,111
1059,21480,Canada,Brazil,L,0,3,22,17,17,,,36,2,1,33,60,71
1060,21480,Brazil,Canada,W,3,0,25,25,25,,,35,10,4,40,38,58
1061,21481,China,USA,L,2,3,22,25,25,16,11,52,16,3,86,88,135
1062,21481,USA,China,W,3,2,25,21,19,25,15,65,12,3,82,87,134
1063,21482,France,Japan,L,2,3,22,25,25,20,11,67,11,2,74,89,123
1064,21482,Japan,France,W,3,2,25,19,22,25,15,59,3,9,95,76,131
1065,21483,Netherlands,Germany,L,1,3,26,22,21,24,,49,9,8,76,84,125
1066,21483,Germany,Netherlands,W,3,1,24,25,25,26,,52,12,4,74,76,116
1067,21484,Türkiye,Ukraine,L,0,3,11,22,21,,,36,6,0,47,64,80
1068,21484,Ukraine,Türkiye,W,3,0,25,25,25,,,42,10,3,41,47,75
1069,21485,Serbia,Cuba,L,1,3,25,22,16,16,,43,4,3,61,77,111
1070,21485,Cuba,Serbia,W,3,1,22,25,25,25,,45,18,10,55,68,104
1071,21486,Brazil,China,W,3,0,25,25,25,,,48,8,6,54,55,81
1072,21486,China,Brazil,L,0,3,22,16,23,,,39,3,2,67,64,92
1073,21487,Canada,USA,L,0,3,23,22,28,,,41,7,2,49,61,83
1074,21487,USA,Canada,W,3,0,25,25,30,,,41,3,6,63,56,86
1075,21488,Ukraine,Japan,W,3,2,24,25,25,22,15,58,12,8,73,77,114
1076,21488,Japan,Ukraine,L,2,3,26,17,18,25,13,57,5,4,91,87,136
1077,21489,Argentina,Iran,L,1,3,21,25,22,22,,50,9,4,49,77,100
1078,21489,Iran,Argentina,W,3,1,25,22,25,25,,51,9,7,50,68,97
1079,21490,Bulgaria,Slovenia,W,3,1,18,25,25,25,,41,11,7,49,70,98
1080,21490,Slovenia,Bulgaria,L,1,3,25,23,21,22,,47,8,6,65,70,112
1081,21491,Netherlands,Cuba,L,1,3,25,18,21,28,,57,6,2,62,81,120
1082,21491,Cuba,Netherlands,W,3,1,21,25,25,30,,64,13,3,51,80,112
1083,21492,China,Italy,L,0,3,18,15,19,,,32,3,0,51,64,81
1084,21492,Italy,China,W,3,0,25,25,25,,,42,8,8,43,45,73
1085,21493,Canada,Poland,L,2,3,32,25,17,23,13,57,8,11,88,91,131
1086,21493,Poland,Canada,W,3,2,30,14,25,25,15,60,12,6,94,86,131
1087,21494,Slovenia,France,L,0,3,23,27,23,,,37,7,3,63,61,93
1088,21494,France,Slovenia,W,3,0,25,29,25,,,42,10,7,56,58,96
1089,21495,Germany,Iran,W,3,1,25,23,26,25,,57,3,6,55,75,104
1090,21495,Iran,Germany,L,1,3,22,25,24,22,,60,9,1,46,79,108
1091,21496,Bulgaria,Türkiye,L,0,3,20,20,21,,,35,9,1,40,63,79
1092,21496,Türkiye,Bulgaria,W,3,0,25,25,25,,,36,5,9,49,48,76
1093,21497,Serbia,Argentina,L,1,3,25,18,23,12,,38,9,3,58,75,94
1094,21497,Argentina,Serbia,W,3,1,18,25,25,25,,54,9,7,59,64,107
1095,21498,Brazil,Italy,W,3,2,25,21,33,17,15,69,8,7,99,102,142
1096,21498,Italy,Brazil,L,2,3,22,25,31,25,13,67,6,9,104,90,143
1097,21499,USA,Poland,L,0,3,20,21,22,,,36,6,7,45,63,75
1098,21499,Poland,USA,W,3,0,25,25,25,,,40,7,5,48,52,71
1099,21500,Slovenia,Japan,L,0,3,25,15,16,,,33,7,3,55,64,94
1100,21500,Japan,Slovenia,W,3,0,27,25,25,,,48,4,6,55,49,87
1101,21501,Iran,Netherlands,W,3,2,25,22,21,25,15,62,7,4,77,74,116
1102,21501,Netherlands,Iran,L,2,3,19,25,25,19,9,57,13,4,74,95,131
1103,21502,Türkiye,France,L,0,3,20,18,19,,,26,6,2,38,59,84
1104,21502,France,Türkiye,W,3,0,25,25,25,,,40,6,8,44,47,81
1105,21503,Cuba,Argentina,L,2,3,25,23,21,25,11,59,8,7,58,85,117
1106,21503,Argentina,Cuba,W,3,2,23,25,25,21,15,62,9,5,62,82,122
1107,21504,Bulgaria,Ukraine,L,1,3,25,19,24,22,,50,10,5,51,79,111
1108,21504,Ukraine,Bulgaria,W,3,1,20,25,26,25,,58,11,5,75,76,124
1109,21505,China,Canada,L,0,3,23,20,23,,,34,4,5,37,63,77
1110,21505,Canada,China,W,3,0,25,25,25,,,44,7,9,52,62,87
1111,21506,Germany,Serbia,W,3,1,25,25,23,25,,61,7,6,55,70,98
1112,21506,Serbia,Germany,L,1,3,20,21,25,17,,49,6,5,50,82,103
1113,21507,Brazil,Poland,W,3,1,25,25,21,28,,65,8,3,92,77,135
1114,21507,Poland,Brazil,L,1,3,21,21,25,26,,49,14,3,88,83,119
1115,21508,USA,Italy,L,0,3,21,22,18,,,40,2,1,38,59,72
1116,21508,Italy,USA,W,3,0,25,25,25,,,38,6,8,41,45,73
1117,21509,USA,Japan,L,0,3,21,19,23,,,38,4,2,34,60,77
1118,21509,Japan,USA,W,3,0,25,25,25,,,44,4,4,52,49,85
1119,21510,Argentina,Brazil,L,1,3,21,23,26,18,,51,8,3,55,82,116
1120,21510,Brazil,Argentina,W,3,1,25,25,24,25,,57,8,4,66,69,115
1121,21511,Türkiye,USA,L,0,3,24,21,27,,,40,5,1,54,58,89
1122,21511,USA,Türkiye,W,3,0,26,25,29,,,45,5,5,56,55,89
1123,21512,Germany,Japan,L,1,3,25,20,23,20,,60,5,2,50,80,108
1124,21512,Japan,Germany,W,3,1,21,25,25,25,,72,3,4,70,81,118
1125,21513,China,France,L,1,3,25,22,23,17,,43,5,3,60,72,106
1126,21513,France,China,W,3,1,22,25,25,25,,62,3,6,59,75,112
1127,21514,Ukraine,Netherlands,W,3,2,25,20,20,26,15,60,6,5,65,87,116
1128,21514,Netherlands,Ukraine,L,2,3,21,25,25,24,13,65,8,8,70,88,126
1129,21515,Bulgaria,Cuba,L,2,3,25,16,25,25,13,53,11,6,60,85,117
1130,21515,Cuba,Bulgaria,W,3,2,23,25,23,27,15,64,19,4,64,89,123
1131,21516,Serbia,Italy,L,0,3,15,14,16,,,28,2,0,45,61,69
1132,21516,Italy,Serbia,W,3,0,25,25,25,,,40,12,9,29,36,56
1133,21517,Iran,Poland,L,2,3,19,25,18,25,,52,10,5,71,89,127
1134,21517,Poland,Iran,W,3,2,25,23,25,21,5,61,7,12,76,76,125
1135,21518,Canada,Slovenia,L,1,3,25,21,19,21,,44,10,4,83,75,122
1136,21518,Slovenia,Canada,W,3,1,21,25,25,25,,51,6,6,75,65,110
1137,21519,Türkiye,Germany,W,3,1,29,25,18,30,,62,8,8,52,87,111
1138,21519,Germany,Türkiye,L,1,3,27,22,25,28,,66,7,5,69,86,107
1139,21520,Argentina,Japan,L,2,3,25,25,21,23,13,59,16,1,58,93,123
1140,21520,Japan,Argentina,W,3,2,23,23,25,25,15,65,6,3,80,78,126
1141,21521,China,Iran,L,0,3,26,21,17,,,30,7,5,42,67,83
1142,21521,Iran,China,W,3,0,28,25,25,,,40,8,7,42,51,75
1143,21522,Ukraine,Italy,L,2,3,15,20,25,25,10,56,9,6,70,90,126
1144,21522,Italy,Ukraine,W,3,2,25,25,16,23,15,50,11,5,76,76,116
1145,21523,Cuba,Poland,W,3,1,22,25,25,26,,55,10,8,58,68,103
1146,21523,Poland,Cuba,L,1,3,25,19,21,24,,43,6,4,50,72,92
1147,21524,Netherlands,Slovenia,L,0,3,18,19,21,,,30,5,5,60,62,88
1148,21524,Slovenia,Netherlands,W,3,0,25,25,25,,,41,4,3,61,43,75
1149,21525,Argentina,USA,L,1,3,23,25,20,23,,59,8,3,78,82,126
1150,21525,USA,Argentina,W,3,1,25,20,25,25,,55,6,6,72,72,117
1151,21526,Brazil,Japan,W,3,0,25,25,28,,,40,11,1,45,53,83
1152,21526,Japan,Brazil,L,0,3,21,23,26,,,42,4,3,46,65,96
1153,21527,Cuba,France,L,2,3,25,15,25,21,,46,10,7,59,85,99
1154,21527,France,Cuba,W,3,2,20,25,23,25,5,61,7,11,61,75,116
1155,21528,Ukraine,Serbia,L,0,3,22,19,17,,,39,7,1,48,69,97
1156,21528,Serbia,Ukraine,W,3,0,25,25,25,,,40,15,3,55,49,89
1157,21529,China,Bulgaria,L,0,3,23,16,24,,,37,5,4,51,64,94
1158,21529,Bulgaria,China,W,3,0,25,25,26,,,41,9,6,55,54,87
1159,21530,Netherlands,Canada,L,0,3,22,20,15,,,35,1,0,54,57,79
1160,21530,Canada,Netherlands,W,3,0,25,25,25,,,43,5,2,54,42,69
1161,21531,Türkiye,Brazil,L,1,3,22,24,25,22,,48,8,8,68,78,118
1162,21531,Brazil,Türkiye,W,3,1,25,26,22,25,,58,6,10,83,79,126
1163,21532,Germany,USA,W,3,2,25,22,17,25,15,56,9,8,79,77,130
1164,21532,USA,Germany,L,2,3,22,25,25,15,12,53,8,3,86,77,128
1165,21533,Serbia,Canada,W,3,1,15,25,25,25,,53,4,4,62,67,104
1166,21533,Canada,Serbia,L,1,3,25,22,18,22,,50,8,3,51,71,98
1167,21534,Bulgaria,Poland,W,3,2,17,25,25,27,15,59,10,8,52,86,116
1168,21534,Poland,Bulgaria,L,2,3,25,22,23,29,11,59,10,3,44,86,108
1169,21535,Iran,France,L,0,3,24,16,24,,,37,4,4,41,60,78
1170,21535,France,Iran,W,3,0,26,25,26,,,48,7,6,53,54,85
1171,21536,Slovenia,Italy,L,0,3,22,20,23,,,34,4,3,66,57,90
1172,21536,Italy,Slovenia,W,3,0,25,25,25,,,35,10,7,52,52,81
1173,21537,Türkiye,Argentina,L,2,3,25,21,19,25,15,58,11,7,84,81,131
1174,21537,Argentina,Türkiye,W,3,2,18,25,25,17,17,59,7,8,95,90,134
1175,21538,Germany,Brazil,L,1,3,25,23,20,21,,55,6,1,69,77,113
1176,21538,Brazil,Germany,W,3,1,21,25,25,25,,51,8,8,64,69,107
1177,21539,Ukraine,Canada,L,1,3,21,27,29,21,,61,6,4,60,82,110
1178,21539,Canada,Ukraine,W,3,1,25,25,31,25,,64,9,6,71,79,115
1179,21540,China,Cuba,W,3,2,20,25,15,25,19,51,10,6,70,85,123
1180,21540,Cuba,China,L,2,3,25,23,25,22,17,69,11,3,64,84,115
1181,21541,Netherlands,Italy,L,0,3,13,22,19,,,29,6,2,40,59,76
1182,21541,Italy,Netherlands,W,3,0,25,25,25,,,39,8,4,42,38,67
1183,21542,Bulgaria,Iran,L,0,3,17,17,16,,,30,2,1,37,62,73
1184,21542,Iran,Bulgaria,W,3,0,25,25,25,,,40,10,8,41,40,68
1185,21543,France,Poland,L,2,3,30,25,20,25,12,64,5,11,61,92,122
1186,21543,Poland,France,W,3,2,32,20,25,23,15,58,13,6,56,85,116
1187,21544,Serbia,Slovenia,L,2,3,21,25,25,18,15,63,7,6,101,97,150
1188,21544,Slovenia,Serbia,W,3,2,25,23,23,25,17,65,10,4,106,79,140
1189,21545,Brazil,China,W,3,1,29,25,25,25,,54,8,6,66,70,112
1190,21545,China,Brazil,L,1,3,31,19,16,21,,45,11,4,71,88,125
1191,21546,Japan,Poland,L,0,3,23,24,12,,,36,3,4,48,62,93
1192,21546,Poland,Japan,W,3,0,25,26,25,,,34,14,4,38,43,60
1193,21547,Italy,Cuba,W,3,1,25,25,20,25,,42,9,7,65,64,100
1194,21547,Cuba,Italy,L,1,3,18,19,25,21,,55,6,3,54,82,115
1195,21548,France,Slovenia,L,1,3,22,25,19,18,,56,4,7,58,76,107
1196,21548,Slovenia,France,W,3,1,25,15,25,25,,38,9,2,60,58,75
1197,21549,Brazil,Poland,L,0,3,26,19,21,,,32,7,6,29,63,70
1198,21549,Poland,Brazil,W,3,0,28,25,25,,,41,6,7,34,56,70
1199,21550,Italy,Slovenia,W,3,1,25,22,25,25,,62,10,9,57,79,112
1200,21550,Slovenia,Italy,L,1,3,22,25,21,18,,52,9,2,64,79,106
1201,21551,Brazil,Slovenia,W,3,1,23,25,25,25,,48,11,5,60,68,110
1202,21551,Slovenia,Brazil,L,1,3,25,20,23,19,,49,7,2,68,80,122
1203,21552,Poland,Italy,W,3,0,25,25,25,,,37,10,3,55,43,80
1204,21552,Italy,Poland,L,0,3,22,19,14,,,27,6,4,46,62,81
